Final,I1,I2,I3,I4,I5,I6,I7
On Time,336,455.7,258.6,215.55,553.8,403.875,264.225
On Time,345,476.7,275.4,206.775,546.9,415.6875,274.1625
On Time,312,438.9,260.4,190.35,510.6,376.875,256.425
On Time,321,443.1,256.2,191.475,519.3,392.7375,262.9125
On Time,384,638.4,331.2,224.1,591.6,421.65,282.15
On Time,303,441,249.6,187.2,492,369.9,246.9
On Time,348,485.1,279,205.425,547.5,408.7125,276.6375
On Time,333,457.8,265.2,194.85,526.2,393.525,258.375
Late,360,518.7,303,225.225,609.9,466.3125,305.4375
Late,411,575.4,307.2,223.2,604.8,477,324.6
Late,372,531.3,310.2,227.925,601.5,464.9625,306.1875
Late,453,634.2,372,277.2,744,554.4,368.4
Late,363,537.6,308.4,229.95,599.4,451.575,295.725
Late,465,646.8,370.8,282.15,757.8,564.975,376.725
Late,360,504,296.4,219.15,577.8,436.275,287.025
Late,333,489.3,271.8,218.025,711,466.425,299.475
Late,360,529.2,292.8,219.6,571.2,522,308.4
Late,465,642.6,374.4,278.1,752.4,559.35,367.65
Late,342,491.4,282,216.45,579,454.725,299.175
Late,345,501.9,295.8,215.325,587.1,446.9625,280.9875
Late,453,634.2,364.8,279,1022.4,662.4,408
Late,345,478.8,272.4,202.95,549,423.675,288.825
Late,450,644.7,373.8,280.575,738.9,556.0875,376.1625
Late,462,651,370.8,274.05,742.2,548.325,367.575
Late,474,661.5,370.2,278.325,735.9,562.1625,370.9875
Late,345,504,296.4,223.65,562.2,410.625,270.075
Late,459,636.3,366.6,279.675,732.9,561.0375,367.0125
Late,408,543.9,310.2,227.025,629.1,583.425,345.675
Late,477,653.1,367.8,280.125,750.3,565.7625,376.9875
Late,369,501.9,287.4,218.475,586.5,430.5375,297.1125
Late,339,478.8,286.8,216.45,750,511.65,332.55
Late,366,525,308.4,236.25,627,467.325,309.375
Late,360,525,310.8,226.35,606.6,470.475,315.225
Late,648,787.5,414.6,296.775,760.5,555.1875,372.2625
Late,468,653.1,373.8,278.775,731.7,549.7875,366.8625
Late,351,474.6,277.2,213.75,549,480.15,299.25
Late,360,504,294,230.85,622.2,479.925,411.15
Late,378,529.2,295.2,223.2,616.8,474.3,306.9
Late,399,539.7,385.2,257.85,646.2,469.125,301.575
Late,357,504,282,212.85,569.4,425.925,296.775
Late,384,506.1,285,222.075,572.1,475.875,294.225
Late,360,489.3,303,292.05,684.6,474.525,294.975
Late,360,506.1,307.8,226.125,611.1,446.9625,309.7875
Late,459,653.1,367.8,280.125,747.9,740.925,429.375
Late,474,661.5,370.2,278.325,743.1,555.8625,366.4875
Late,384,510.3,293.4,213.525,555.9,431.6625,275.8875
Late,414,562.8,320.4,229.05,603,560.25,347.55
Late,459,638.4,494.4,323.1,790.8,570.15,379.65
Late,372,489.3,276.6,206.325,539.1,416.3625,282.7875
Late,381,539.7,316.2,236.475,605.7,430.5375,299.5125
Late,360,504,304.8,227.7,606,455.85,354.3
Late,390,529.2,369.6,251.1,639.6,479.25,315.75
Late,336,480.9,271.8,200.925,577.5,448.7625,304.3875
Late,339,489.3,286.2,220.725,575.1,422.6625,289.6875
Late,642,770.7,403.8,294.525,774.3,574.7625,375.1875
Late,462,642.6,374.4,277.2,739.2,547.2,363.6
Late,432,743.4,372,249.3,630,452.25,304.35
Late,450,640.5,364.2,275.175,748.5,561.4875,373.1625
Late,384,520.8,292.8,219.6,585.6,459,307.8
Late,372,512.4,345.6,236.7,584.4,433.35,277.65
Late,381,531.3,297,232.875,629.7,471.9375,303.7125
Late,378,543.9,304.2,238.275,632.1,481.8375,326.2125
Late,390,541.8,294,218.25,622.2,440.325,377.55
Late,477,657.3,371.4,277.875,749.7,554.7375,366.1125
Late,462,644.7,372.6,277.425,734.7,561.7125,375.6375
Late,372,552.3,305.4,238.725,635.1,486.5625,309.7875
Late,369,508.2,284.4,212.85,574.2,434.925,292.575
Late,354,485.1,291,220.725,584.7,447.8625,292.0875
Late,456,646.8,366,278.55,750.6,567.675,380.025
Late,381,527.1,311.4,228.375,772.2,507.375,319.125
Late,375,512.4,291.6,220.05,583.8,531.45,319.95
Late,456,634.2,362.4,279,753.6,552.6,367.8
Late,390,546,300,224.1,608.4,456.75,296.25
Late,474,663.6,374.4,280.8,756,555.3,373.5
Late,606,739.2,394.8,288.45,761.4,569.925,380.775
Late,378,537.6,300,273.6,691.2,477,304.2
Late,408,550.2,314.4,225.9,613.2,462.15,314.85
Late,414,556.5,318.6,237.375,647.7,467.8875,302.3625
Late,372,493.5,282.6,206.775,573.3,450.7875,309.8625
Late,375,663.6,352.8,245.7,646.8,485.55,311.85
Late,354,539.7,319.8,244.125,615.9,454.1625,284.5875
Late,369,504,283.2,229.5,615.6,448.65,283.95
Late,366,487.2,277.2,211.05,586.2,423.225,293.475
Late,414,541.8,315.6,239.85,793.2,542.25,334.35
Late,396,564.9,325.8,239.175,791.4,527.175,342.525
Late,402,548.1,387.6,265.95,642.6,483.975,320.925
Late,369,539.7,318.6,237.375,633.3,467.8875,317.9625
Late,360,537.6,301.2,229.05,629.4,464.625,306.075
Late,339,474.6,272.4,211.05,547.8,423.225,295.875
Late,417,554.4,315.6,231.75,604.2,550.35,339.45
Late,333,504,279.6,216.45,579,418.725,278.775
Late,378,539.7,300.6,230.625,602.7,447.4125,296.7375
Late,405,562.8,316.8,226.8,607.2,443.7,303.9
Late,456,638.4,373.2,278.55,741,558.675,366.225
Late,474,609,334.8,245.25,646.2,458.325,313.575
Late,450,632.1,361.8,276.075,730.5,556.5375,376.3125
Late,417,558.6,322.8,243.45,629.4,453.825,316.875
Late,330,470.4,282,214.65,550.2,488.25,315.15
Late,381,512.4,294,233.55,637.8,483.975,308.925
Late,354,480.9,289.8,209.475,540.9,418.8375,341.625
Late,369,548.1,300.6,225.225,605.1,453.7125,310.8375
Late,450,634.2,367.2,279.9,740.4,558.45,369.75
Late,468,657.3,372.6,277.425,749.1,554.5125,374.4375
Late,369,499.8,277.2,222.75,628.2,437.175,286.125
Late,399,543.9,310.2,231.525,618.3,460.4625,299.8875
Late,459,646.8,368.4,273.15,733.8,557.775,371.925
Late,366,522.9,300.6,224.325,611.1,463.1625,387.975
Late,477,655.2,370.8,281.25,744.6,549.225,363.075
Late,393,533.4,310.8,224.55,616.2,454.275,309.825
Late,348,483,286.8,211.05,550.2,438.525,298.575
Late,405,546,315.6,238.05,610.2,455.625,315.075
Late,408,569.1,317.4,240.525,630.3,464.9625,302.5875
Late,369,535.5,313.8,242.775,635.7,484.9875,327.2625
Late,339,478.8,279.6,204.75,539.4,407.475,302.85
Late,369,520.8,282,206.55,570.6,415.575,327.45
Late,372,546,314.4,229.5,618,471.15,311.85
Late,342,476.7,292.2,227.475,612.9,463.8375,317.8125
Late,414,571.2,316.8,226.8,592.8,438.3,310.5
Late,369,497.7,295.8,213.525,565.5,435.2625,296.2875
Late,363,522.9,303,223.425,588.3,436.6125,309.9375
Late,462,655.2,373.2,280.35,743.4,554.175,367.125
Late,393,567,321.6,236.7,589.2,458.55,318.45
Late,402,562.8,321.6,233.1,630,466.65,309.15
Late,393,554.4,318,240.75,616.2,472.275,313.425
Late,450,644.7,375,275.625,746.7,564.4125,370.5375
Late,411,548.1,310.2,234.225,609.9,453.7125,297.6375
Late,402,535.5,298.2,225.225,607.5,465.4125,309.9375
Late,468,646.8,373.2,283.05,744.6,554.625,367.275
Late,387,522.9,304.2,233.775,611.7,474.1875,383.325
Late,351,604.8,310.8,216.45,557.4,434.025,295.875
Late,378,539.7,315,229.725,596.7,457.7625,308.5875
Late,384,552.3,313.8,233.775,618.9,476.8875,313.7625
Late,450,648.9,369,280.575,753.3,566.8875,379.7625
Late,363,508.2,312,231.3,630,475.65,314.55
Late,468,661.5,379.8,277.425,732.3,553.6125,365.7375
Late,465,644.7,371.4,275.175,729.3,547.0875,373.1625
Late,360,520.8,291.6,215.55,563.4,429.075,285.825
Late,450,646.8,375.6,282.15,750.6,567.675,369.225
Late,384,529.2,306,235.35,635.4,606.15,350.85
Late,381,546,307.2,227.7,603.6,453.15,302.25
Late,378,520.8,308.4,233.55,599.4,462.375,308.925
Late,411,543.9,316.2,242.775,748.2,505.575,334.125
Late,366,518.7,297,225.675,608.1,454.8375,307.6125
Late,399,548.1,392.4,256.05,667.8,475.425,321.675
Late,459,636.3,502.8,325.35,798.6,578.475,378.825
Late,372,533.4,391.2,268.2,660,472.5,319.5
Late,384,512.4,297.6,216,592.8,443.7,293.1
Late,477,651,373.2,283.05,754.2,560.025,375.075
Late,417,567,314.4,226.8,600,455.4,295.8
Late,363,592.2,332.4,246.15,642.6,482.175,323.925
Late,456,648.9,372.6,374.85,862.2,595.125,381.975
Late,378,516.6,289.2,232.65,581.4,437.625,286.275
Late,342,487.2,282,219.15,561,419.175,292.125
Late,354,510.3,285,206.775,546.9,435.4875,278.3625
Late,381,520.8,285.6,232.2,602.4,443.7,301.5
Late,471,646.8,373.2,274.95,745.8,556.875,368.025
Late,345,527.1,307.8,236.025,631.5,452.8125,304.5375
Late,372,533.4,307.2,231.3,596.4,450.45,304.95
Late,450,646.8,370.8,277.65,1018.8,662.85,403.35
Late,393,537.6,301.2,227.25,624.6,453.825,310.875
Late,357,501.9,285,215.775,573.3,421.9875,338.925
Late,363,522.9,311.4,231.975,611.7,474.1875,320.0625
Late,396,537.6,308.4,235.35,625.8,477.675,326.025
Late,360,508.2,291.6,226.35,618.6,473.175,312.525
Late,366,537.6,306,235.35,625.8,475.875,302.625
Late,330,476.7,271.8,208.125,575.1,437.0625,293.2875
Late,372,527.1,312.6,232.425,629.1,473.5125,321.0375
Late,348,485.1,289.8,220.275,572.1,421.5375,278.5125
Late,333,504,280.8,218.7,567.6,432.45,290.55
Late,510,609,334.8,243.45,648.6,468.225,320.475
Late,339,510.3,303,235.125,589.5,469.4625,310.0875
Late,411,567,313.2,232.65,624.6,576.45,342.15
Late,600,747.6,398.4,397.8,912,892.8,478.8
Late,375,533.4,307.2,235.8,638.4,460.8,313.2
Late,453,648.9,365.4,279.225,746.7,555.4125,375.9375
Late,468,646.8,370.8,281.25,749.4,558.225,373.275
Late,399,543.9,310.2,235.125,601.5,472.1625,312.1875
Late,384,516.6,279.6,219.15,580.2,422.775,274.125
Late,363,493.5,277.8,203.175,575.7,500.175,301.125
Late,390,546,291.6,218.25,624.6,432.225,301.275
Late,396,554.4,318,238.05,641.4,476.325,320.775
Late,363,516.6,295.2,225.9,618,447.75,304.05
Late,372,676.2,345.6,253.8,636,477.9,323.7
Late,459,636.3,366.6,276.075,747.3,765.675,441.225
Late,414,579.6,318,231.75,604.2,471.375,319.125
Late,396,554.4,308.4,233.55,635.4,474.075,317.625
Late,381,504,284.4,214.65,644.4,459.45,315.15
Late,399,531.3,303,235.125,795,539.325,336.975
Late,456,642.6,374.4,279,734.4,552.6,366.6
Late,408,564.9,318.6,236.475,617.7,471.0375,305.8125
Late,450,634.2,367.2,274.5,738,555.75,372.45
Late,468,865.2,433.2,301.95,762.6,564.975,373.125
Late,339,504,297.6,250.2,604.8,439.2,290.4
Late,405,560.7,310.2,241.425,638.7,482.5125,309.6375
Late,372,533.4,303.6,232.65,598.2,556.65,331.95
Late,438,590.1,315,241.425,655.5,479.8125,314.7375
Late,399,537.6,298.8,231.75,628.2,465.975,304.125
Late,369,533.4,314.4,230.4,724.8,511.2,326.4
Late,360,514.5,298.2,225.225,619.5,464.5125,312.0375
Late,474,648.9,367.8,281.025,746.7,551.8125,374.7375
Late,330,470.4,268.8,209.7,548.4,418.05,271.35
Late,393,541.8,321.6,229.5,603.6,476.55,377.7
Late,330,489.3,276.6,215.325,563.1,409.1625,282.7875
Late,333,558.6,306,223.65,583.8,434.925,294.975
Late,366,531.3,309,235.575,781.8,525.375,325.125
Late,468,651,367.2,276.3,745.2,551.25,372.15
Late,369,527.1,315,226.125,613.5,471.2625,323.8875
Late,459,642.6,367.2,274.5,738,548.55,367.65
Late,399,550.2,316.8,229.5,615.6,463.05,312.75
Late,405,558.6,292.8,214.2,609.6,432,294
Late,390,535.5,300.6,221.625,629.1,473.5125,323.4375
Late,396,535.5,311.4,232.875,632.1,463.8375,311.8125
Late,471,873.6,432,304.2,784.8,571.5,381.3
Late,462,646.8,366,277.65,747,564.525,371.775
Late,405,539.7,300.6,229.725,591.9,457.7625,313.3875
Late,342,497.7,300.6,237.825,624.3,441.1125,310.2375
Late,351,478.8,289.2,224.55,565.8,410.175,269.925
Late,393,539.7,307.8,234.225,600.3,453.7125,301.2375
Late,417,564.9,310.2,240.525,651.9,469.4625,300.4875
Late,402,573.3,322.2,245.925,661.5,464.0625,381.375
Late,345,497.7,275.4,224.775,609.3,467.8875,316.7625
Late,456,636.3,364.2,276.975,746.1,757.575,443.325
Late,456,638.4,368.4,277.65,749.4,561.825,373.275
Late,336,501.9,280.2,216.675,707.4,497.475,314.625
Late,474,648.9,376.2,282.375,755.7,556.9875,368.0625
Late,387,525,306,222.75,587.4,439.875,309.825
Late,453,636.3,367.8,278.325,731.1,551.3625,363.7875
Late,381,522.9,315,227.025,624.3,469.9125,315.0375
Late,459,638.4,366,280.35,750.6,555.075,371.025
Late,396,567,325.2,233.55,609,476.775,318.525
Late,474,659.4,379.2,285.3,752.4,566.55,370.05
Late,399,539.7,392.4,260.55,669,470.475,306.825
Late,411,579.6,324,240.3,627.6,567.9,350.1
Late,351,489.3,274.2,221.625,600.3,455.5125,299.4375
Late,360,535.5,307.8,228.825,600.3,455.5125,311.4375
Late,399,541.8,301.2,221.85,591,461.025,316.875
Late,450,573.3,297,213.075,574.5,433.2375,280.0125
Late,492,636.3,328.2,242.775,650.1,488.5875,320.0625
Late,453,642.6,369.6,273.6,979.2,640.8,399.6
Late,399,543.9,313.8,226.575,611.7,466.9875,309.2625
Late,384,546,318,232.65,622.2,463.725,306.975
Late,387,546,321.6,232.2,631.2,485.1,381
Late,474,665.7,371.4,277.875,749.7,554.7375,369.7125
Late,471,648.9,371.4,276.075,744.9,565.5375,375.7125
Late,414,575.4,318,233.55,630.6,470.475,320.025
Late,372,630,328.8,242.1,649.2,612.9,357.9
Late,462,873.6,440.4,300.15,781.8,568.575,380.325
Late,372,531.3,300.6,227.025,576.3,417.7125,292.8375
Late,369,539.7,311.4,225.675,600.9,537.075,341.025
Late,372,537.6,298.8,233.55,637.8,464.175,359.85
Late,636,777,412.8,297,756,558.9,367.5
Late,360,501.9,291,220.725,623.1,467.6625,311.8875
Late,462,646.8,374.4,276.3,733.2,561.15,367.05
Late,336,489.3,277.8,205.875,545.7,409.8375,284.2125
Late,474,659.4,378,280.35,736.2,558.675,504.45
Late,369,514.5,301.8,232.875,636.9,472.8375,310.0125
Late,354,485.1,283.8,206.325,565.5,438.8625,318.975
Late,465,648.9,495.6,327.15,798.6,580.275,378.225
Late,450,638.4,367.2,279.9,733.2,546.75,506.1
Late,399,558.6,314.4,271.8,650.4,468.9,312.3
Late,471,646.8,364.8,277.2,736.8,546.3,362.1
Late,384,529.2,296.4,220.95,589.8,449.775,298.725
Late,444,581.7,321,234.675,721.8,481.275,300.825
Late,408,562.8,320.4,242.55,645,484.875,322.425
Late,462,653.1,376.2,276.975,750.9,562.3875,368.6625
Late,336,493.5,337.2,237.15,589.8,433.575,339.45
Late,396,533.4,306,233.55,606.6,450.675,297.825
Late,375,516.6,306,265.5,687.6,479.25,306.15
Late,354,495.6,308.4,235.35,597,454.275,308.625
Late,378,525,364.8,252,640.8,472.5,307.5
Late,369,529.2,309.6,231.3,606,566.1,336.3
Late,354,493.5,283.8,217.125,599.1,455.0625,302.8875
Late,402,539.7,304.2,235.575,602.1,429.1875,307.4625
Late,465,644.7,369,273.375,731.7,547.9875,373.4625
Late,375,529.2,307.2,225.9,601.2,454.05,307.35
Late,387,552.3,306.6,224.775,609.3,458.8875,312.5625
Late,321,455.7,270.6,195.075,536.1,404.4375,275.2125
Late,465,651,369.6,279.9,747.6,561.15,369.45
Late,333,472.5,276.6,209.025,554.7,454.6125,315.9375
Late,375,529.2,314.4,232.2,624,478.8,304.8
Late,381,535.5,378,264.15,654.6,490.275,320.625
Late,360,520.8,301.2,230.85,631.8,478.125,326.175
Late,474,890.4,438,303.75,769.8,565.875,368.625
Late,372,541.8,304.8,228.6,600,451.8,298.2
Late,369,516.6,308.4,231.75,616.2,474.075,321.225
Late,375,510.3,297,225.675,569.7,413.4375,342.825
Late,354,489.3,292.2,213.975,582.9,434.5875,291.2625
Late,333,483,277.2,213.75,592.2,454.275,285.825
Late,381,537.6,307.2,229.5,596.4,457.65,307.35
Late,393,529.2,306,228.15,628.2,465.975,304.125
Late,333,472.5,288.6,224.325,679.8,454.725,299.175
Late,393,560.7,316.2,231.975,626.1,457.9875,307.4625
Late,318,443.1,273,213.075,579.3,426.0375,317.625
Late,459,644.7,367.8,279.225,753.9,558.1125,376.8375
Late,333,483,276,208.8,571.2,414,300
Late,465,890.4,434.4,300.6,763.2,568.8,380.4
Late,372,522.9,304.2,230.175,578.1,530.775,312.525
Late,363,541.8,309.6,230.4,600,469.8,309
Late,366,527.1,305.4,230.625,626.7,578.025,342.675
Late,456,646.8,374.4,277.2,736.8,549.9,363.3
Late,390,525,304.8,223.2,626.4,463.5,300.9
Late,459,642.6,373.2,277.65,730.2,545.625,365.475
Late,384,522.9,306.6,229.275,620.1,450.3375,298.9125
Late,369,512.4,292.8,222.3,603.6,449.55,298.65
Late,378,527.1,297,231.975,630.9,481.3875,321.2625
Late,354,478.8,273.6,213.3,546,408.15,286.05
Late,453,640.5,364.2,272.475,728.1,736.875,425.625
Late,378,531.3,305.4,231.525,611.1,450.5625,313.3875
Late,399,539.7,315,233.325,618.3,480.2625,305.2875
Late,405,552.3,311.4,234.675,634.5,471.9375,292.9125
Late,384,554.4,316.8,236.7,644.4,490.05,324.15
Late,369,520.8,313.2,241.65,636.6,460.125,297.375
Late,477,665.7,376.2,277.875,742.5,555.6375,366.4125
Late,333,508.2,308.4,227.25,612.6,478.125,293.775
Late,450,644.7,375,282.825,756.3,553.6125,374.1375
Late,450,638.4,367.2,365.4,859.2,599.4,381
Late,462,642.6,364.8,273.6,1008,662.4,411.6
Late,453,642.6,372,276.3,738,555.75,371.25
Late,411,543.9,300.6,224.325,611.1,448.7625,293.5875
Late,402,537.6,307.2,236.7,630,562.5,345.9
Late,330,476.7,274.2,209.025,545.1,418.6125,287.1375
Late,327,487.2,276,257.4,607.2,431.1,276.9
Late,402,543.9,293.4,215.325,577.5,423.5625,281.5875
Late,450,869.4,433.2,300.15,774.6,565.875,379.425
Late,342,470.4,276,210.6,576,433.8,334.8
Late,381,508.2,286.8,215.55,589.8,435.375,338.25
Late,453,638.4,373.2,283.05,739.8,560.025,376.275
Late,612,745.5,397.8,286.875,744.9,565.5375,374.5125
Late,450,865.2,438,302.85,1057.2,668.25,406.35
Late,363,575.4,312,215.1,574.8,440.55,292.05
Late,354,480.9,285,206.775,558.9,469.575,304.125
Late,384,529.2,304.8,225,595.2,444.6,305.4
Late,375,541.8,302.4,215.1,598.8,426.15,292.05
Late,384,541.8,307.2,234.9,637.2,481.95,315.45
Late,387,554.4,304.8,224.1,570,528.3,316.5
Late,453,648.9,372.6,279.225,732.3,544.6125,371.1375
Late,360,525,297.6,222.3,603.6,449.55,310.65
Late,450,644.7,370.2,276.525,728.7,554.0625,370.6875
Late,366,539.7,307.8,279.45,687,497.025,327.675
Late,393,537.6,308.4,229.05,595.8,457.425,310.875
Late,372,531.3,387.6,260.55,664.2,470.475,316.425
Late,462,657.3,372.6,278.325,752.7,568.4625,375.4875
Late,471,663.6,513.6,334.8,813.6,591.3,381.9
Late,606,745.5,397.8,290.475,1033.8,666.675,405.825
Late,366,495.6,273.6,215.1,574.8,435.15,296.25
Late,375,518.7,297,230.175,599.7,442.6875,295.1625
Late,414,571.2,328.8,231.3,634.8,477.45,304.35
Late,453,644.7,364.2,276.075,747.3,550.2375,363.4125
Late,468,653.1,370.2,277.425,746.7,559.0125,375.9375
Late,402,543.9,382.8,254.25,663,486.225,310.875
Late,450,642.6,372,279.9,742.8,559.35,368.85
Late,465,646.8,367.2,277.2,998.4,644.4,403.2
Late,636,760.2,408,289.8,768,565.2,369.6
Late,477,665.7,373.8,275.175,746.1,553.3875,365.6625
Late,468,651,372,279,741.6,558.9,371.1
Late,369,493.5,294.6,213.975,594.9,444.4875,288.5625
Late,444,560.7,307.8,220.725,665.4,476.325,307.575
Late,390,564.9,317.4,237.825,648.3,477.1125,310.2375
Late,477,659.4,379.2,387,878.4,613.8,543.6
Late,381,558.6,324,246.6,636,488.7,310.5
Late,390,527.1,294.6,218.475,598.5,465.6375,306.4125
Late,372,525,301.2,228.15,623.4,453.375,304.725
Late,357,483,267.6,200.25,543,410.625,280.875
Late,366,512.4,308.4,232.65,610.2,461.025,313.275
Late,339,480.9,289.8,215.775,580.5,439.0875,295.1625
Late,366,527.1,301.8,225.675,598.5,463.8375,309.4125
Late,405,562.8,308.4,233.55,623.4,456.975,296.325
Late,387,541.8,304.8,234,638.4,459,309
Late,372,548.1,307.8,240.525,606.3,501.525,325.575
Late,462,646.8,374.4,279.9,740.4,563.85,376.35
Late,372,529.2,303.6,222.75,589.8,451.575,351.45
Late,342,480.9,283.8,214.425,573.9,422.2125,315.075
Late,381,556.5,319.8,240.525,613.5,462.2625,318.4875
Late,390,558.6,308.4,232.65,634.2,455.625,311.475
Late,456,575.4,304.8,224.1,615.6,436.05,312.15
Late,375,522.9,297,230.175,614.1,473.2875,311.3625
Late,360,537.6,310.8,234.45,627,479.925,306.375
Late,375,529.2,297.6,235.8,631.2,472.5,309.9
Late,345,476.7,303,212.625,552.3,408.7125,273.0375
Late,312,478.8,270,200.25,531,416.925,274.575
Late,393,539.7,315,226.125,594.3,456.8625,311.8875
Late,408,541.8,306,230.85,598.2,452.925,390.75
Late,462,886.2,440.4,301.05,766.2,571.725,376.575
Late,363,504,286.8,229.95,577.8,425.475,282.225
Late,372,495.6,295.2,225,585.6,417.6,292.8
Late,354,487.2,290.4,219.6,559.2,432.9,289.5
Late,411,552.3,394.8,258.75,647.4,465.975,300.525
Late,456,640.5,364.2,366.75,858.6,845.55,470.25
Late,459,653.1,369,280.575,753.3,762.975,443.925
Late,477,665.7,372.6,276.525,738.3,546.8625,367.0875
Late,450,583.8,326.4,241.2,614.4,579.6,346.8
Late,378,543.9,318.6,236.475,636.9,463.8375,301.0125
Late,363,483,282,218.25,569.4,418.725,272.775
Late,360,506.1,293.4,221.625,612.3,472.6125,302.7375
Late,372,525,295.2,223.2,628.8,480.6,318.6
Late,456,644.7,365.4,275.625,975,651.825,397.275
Late,357,489.3,301.8,220.275,736.2,524.475,320.025
Late,405,548.1,315,283.05,672.6,477.225,321.075
Late,339,470.4,266.4,216,583.2,427.5,278.1
Late,375,516.6,304.8,234.9,613.2,458.55,304.05
Late,459,890.4,435.6,301.05,771,559.125,375.975
Late,330,472.5,276.6,209.925,563.1,428.9625,279.7875
Late,408,522.9,297,213.975,551.7,442.6875,307.1625
Late,456,638.4,367.2,276.3,740.4,563.85,372.75
Late,333,468.3,282.6,206.775,602.1,436.3875,291.8625
Late,393,527.1,301.8,214.875,615.3,462.9375,292.3125
Late,360,531.3,294.6,219.375,566.1,489.375,314.325
Late,315,459.9,268.2,201.375,551.7,417.4875,271.1625
Late,372,537.6,315.6,237.15,618.6,473.175,301.725
Late,465,644.7,369,280.575,746.1,560.5875,366.8625
Late,372,493.5,293.4,223.425,569.1,442.0125,281.7375
Late,450,873.6,432,299.7,766.8,573.75,379.65
Late,378,543.9,312.6,232.425,633.9,468.1125,318.0375
Late,387,541.8,312,233.1,603.6,462.15,317.25
Late,393,546,316.8,243.9,658.8,479.25,307.35
Late,375,535.5,297,219.375,618.9,469.6875,314.9625
Late,396,529.2,316.8,232.2,631.2,483.3,314.7
Late,399,564.9,318.6,239.175,623.7,554.175,345.525
Late,468,646.8,372,277.2,741.6,553.5,369.3
Late,363,527.1,358.8,251.55,661.8,476.775,304.125
Late,399,562.8,379.2,250.2,624,462.6,312.6
Late,360,522.9,304.2,237.375,638.1,600.975,345.525
Late,462,644.7,365.4,272.025,741.9,551.8125,365.1375
Late,363,533.4,309.6,238.5,634.8,481.05,322.35
Late,504,638.4,333.6,244.8,621.6,472.5,309.9
Late,339,474.6,267.6,216.45,564.6,422.325,295.575
Late,375,543.9,316.2,220.275,702.6,513.675,308.025
Late,360,525,312,234,626.4,476.1,319.5
Late,474,873.6,435.6,306.45,778.2,565.425,369.675
Late,462,653.1,376.2,276.975,741.3,551.5875,369.8625
Late,450,646.8,374.4,281.7,754.8,567.45,372.75
Late,393,541.8,306,229.05,622.2,463.725,316.575
Late,450,634.2,372,276.3,742.8,562.95,497.7
Late,411,562.8,308.4,229.05,571.8,437.625,279.075
Late,390,533.4,302.4,224.1,596.4,445.05,303.15
Late,426,560.7,323.4,240.975,611.7,468.7875,319.4625
Late,387,560.7,309,228.375,597.3,463.3875,314.0625
Late,375,531.3,295.8,213.525,555.9,435.2625,289.0875
Late,366,604.8,314.4,226.8,710.4,487.8,354
Late,480,604.8,324,241.2,650.4,474.3,397.8
Late,381,529.2,298.8,231.75,609,471.375,307.125
Late,399,560.7,310.2,232.425,631.5,470.8125,309.3375
Late,366,537.6,310.8,232.65,735.6,522.45,338.55
Late,330,508.2,312,238.5,610.8,446.85,302.55
Late,360,533.4,310.8,227.25,595.8,459.225,303.075
Late,474,655.2,376.8,279.9,747.6,562.95,372.45
Late,366,514.5,299.4,222.075,586.5,468.3375,322.9125
Late,453,644.7,375,281.925,745.5,554.9625,367.3875
Late,474,661.5,379.8,280.125,735.9,760.725,443.175
Late,417,575.4,312,241.2,643.2,487.8,321
Late,369,541.8,314.4,234.9,722.4,503.1,314.1
Late,387,522.9,303,222.525,596.7,454.1625,310.9875
Late,384,550.2,320.4,228.15,601.8,566.55,437.7
Late,411,554.4,308.4,224.55,738,517.95,321.45
Late,477,665.7,375,283.725,743.1,555.8625,497.775
Late,375,527.1,312.6,230.625,641.1,465.4125,300.3375
Late,366,529.2,315.6,229.95,635.4,474.075,322.425
Late,345,495.6,288,230.4,576,423,299.4
Late,378,548.1,304.2,223.875,596.1,446.7375,309.7125
Late,387,535.5,310.2,234.225,638.7,468.1125,318.0375
Late,384,531.3,293.4,215.325,579.9,503.325,316.575
Late,342,485.1,269.4,197.325,548.7,401.9625,306.375
Late,405,575.4,322.8,236.25,639,480.825,324.675
Late,399,569.1,322.2,230.625,636.3,460.0125,314.1375
Late,468,651,370.8,274.95,731.4,547.875,492.45
Late,366,541.8,298.8,234.45,624.6,452.025,298.275
Late,462,642.6,374.4,277.2,748.8,552.6,375
Late,402,550.2,307.2,234.9,615.6,473.85,301.95
Late,351,487.2,294,249.3,613.2,462.15,295.65
Late,456,634.2,368.4,280.35,750.6,551.475,369.825
Late,360,514.5,305.4,230.625,602.7,460.0125,320.1375
Late,459,638.4,484.8,316.8,794.4,786.6,445.8
Late,477,655.2,378,276.75,738.6,552.375,367.725
Late,363,539.7,316.2,238.275,639.3,468.3375,312.1125
Late,468,661.5,377.4,280.125,750.3,556.7625,369.1875
Late,417,546,306,213.75,599.4,453.375,326.25
Late,345,487.2,273.6,213.3,579.6,477.9,303.3
Late,384,539.7,368.4,257.85,641.4,465.525,306.375
Late,456,636.3,361.8,275.175,748.5,565.0875,496.725
Late,417,554.4,303.6,238.05,629.4,468.225,320.475
Late,390,518.7,298.2,222.525,608.7,462.2625,339.375
Late,339,466.2,264,216,561.6,428.4,286.8
Late,369,512.4,279.6,204.75,565.8,435.375,289.125
Late,387,522.9,309,236.475,608.1,462.0375,313.6125
Late,366,541.8,309.6,227.7,625.2,468.45,309.75
Late,333,499.8,283.2,222.3,574.8,442.35,302.25
