"C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C30","C31","C32","C33","C34","C35","C36","C37","C38","C39","C40","C41","C42","C43","C44","C45","C46","C47","C48","C49","C50","C51","C52","C53","C54"
42.9856,43.519,43.2525,43.6853,,45.3413,44.1836,,46.0655,46.5577,48.3841,50,48.6436,46.8524,,49.0322,45.3083,-3.91901,44.1836,,42.5513,42.9856,41.7469,41.9818,42.7853,44.9782,42.317,45.3743,43.3525,45.5061,44.7467,45.3083,42.7519,45.2093,44.5813,46.2625,45.7366,43.0858,44.0508,43.3858,43.9844,44.7137,43.5855,44.2499,42.4174,42.317,43.7518,42.384,42.9189,,41.4108,42.7853,44.3825,45.1103
43.1525,43.6188,43.6188,43.6521,,45.2093,43.8515,,46.1312,46.3609,48.3841,49.8713,48.5788,46.8197,,48.8704,45.2753,-3.91901,44.2499,,42.9856,42.9856,41.7805,42.116,42.7519,45.1103,42.2165,45.4732,43.2858,45.572,44.8129,45.1103,42.7185,45.2093,44.8129,46.2953,45.7695,43.1191,43.9844,43.3858,43.9512,44.7137,43.4524,44.2168,42.4509,42.317,43.7186,42.4509,42.9856,,41.4444,42.7853,44.5151,45.2093
43.2525,43.7186,43.519,43.7851,,45.4072,44.2499,,46.2953,46.3609,48.3841,49.8069,48.3192,46.7215,,48.7732,45.2423,-3.91901,44.2499,,42.9523,43.0524,41.8476,42.4509,42.7185,44.9782,42.3505,45.4402,43.2525,45.3083,44.7798,45.2423,42.7185,45.1763,44.8129,46.2953,45.8024,43.2525,44.084,43.4524,44.0176,44.7467,43.519,44.1836,42.4509,42.3505,43.7518,42.4844,42.9856,,41.5116,42.8521,44.5482,45.3083
43.019,43.5855,43.2525,43.918,,44.9121,44.0508,,46.3609,46.6232,48.3192,49.6135,48.0593,46.6887,,48.6436,45.1433,-3.91901,44.1504,,42.9189,43.0524,41.7805,42.116,42.7185,44.9121,42.25,45.4072,43.1858,45.4072,44.8129,44.9782,42.8521,45.2753,44.846,46.0983,45.4402,43.2191,44.084,43.2525,43.8515,44.6806,43.3858,44.1172,42.384,42.25,43.7186,42.384,43.1858,,41.5116,42.7853,44.7137,45.3743
42.9523,43.7186,43.1858,43.918,,44.7798,43.9512,,46.2297,46.4921,48.1568,49.2262,47.8966,46.7215,,48.5788,44.9782,-3.91901,43.9844,,42.7519,43.019,41.814,42.0489,42.7185,44.9451,42.2165,45.4072,43.1191,45.3083,44.8129,44.9451,42.7853,45.2423,44.846,46.2953,45.4072,43.4524,44.2168,43.2191,43.8183,44.6475,43.3858,43.8848,42.116,42.183,43.519,42.183,43.0858,,41.2761,42.4844,44.4488,45.1433
42.7853,43.5855,42.9189,43.8183,,44.2499,43.918,,45.9011,46.0655,47.9942,48.5788,47.5709,46.2953,,48.1243,44.7137,-3.91901,43.6853,,42.384,42.7853,41.5789,41.9147,42.5847,44.7798,42.1495,45.3083,43.019,45.1103,44.6806,44.846,42.6182,45.1763,44.5151,46.0655,45.2423,43.2191,44.0508,42.8521,43.5522,44.3494,43.1858,43.2525,41.5789,41.2425,42.8855,41.3435,42.1495,,40.399,41.7469,43.5522,44.3825
42.6182,43.3858,42.8521,43.4524,,44.2831,43.6521,,45.7037,46.0655,47.6687,48.0267,47.0486,46.0655,,47.6361,44.3162,-3.91901,43.3191,,41.9818,42.5513,41.3771,41.7133,42.384,44.6475,41.9818,45.1103,42.8521,44.9451,44.5151,44.6144,42.5178,44.9451,44.6475,45.9011,45.0773,43.1191,43.8848,42.5847,42.9856,43.9844,42.685,42.5178,40.973,40.9055,42.183,40.7031,41.5116,,39.8235,41.0404,43.1191,44.1172
42.384,43.2525,42.5847,43.6188,,43.6521,43.6521,,45.572,45.6379,47.4731,47.6687,46.9505,45.6379,,47.4731,44.0508,-3.91901,43.1858,,41.8812,42.317,41.1751,41.5116,42.2165,44.3494,41.7805,44.7798,42.7185,44.7137,44.2499,44.2499,42.384,44.6144,44.1836,45.4732,44.7137,42.7185,43.6521,42.5178,42.7853,43.4857,42.317,42.25,40.568,40.5004,41.814,40.5004,41.1414,,39.7557,40.9055,42.9856,44.1172
42.384,43.0524,42.7853,43.2525,,44.0176,43.6188,,45.4402,45.6708,47.2773,47.6687,46.7542,45.6379,,47.4405,43.9844,-3.91901,43.1191,,41.7805,42.25,41.0404,41.4444,42.116,44.1836,41.7133,44.6144,42.6182,44.5813,44.0508,44.2499,42.2835,44.5151,44.3494,45.5061,44.9782,42.4509,43.519,42.25,42.6516,43.3191,42.5513,42.384,40.7368,40.7368,41.9818,40.7031,41.4444,,39.9591,41.2088,43.2525,44.2499
42.25,43.1525,42.8187,43.3858,,44.084,43.6521,,45.2423,45.5391,47.1793,47.8315,46.8197,45.5391,,47.5383,43.9512,-3.91901,43.1191,,41.5789,42.2165,41.0404,41.4444,42.0489,44.1836,41.6125,44.5482,42.5847,44.6144,43.9512,44.2499,42.1495,44.4488,44.1172,45.3413,44.5482,42.4844,43.519,42.317,42.7185,43.3191,42.384,42.6182,40.9392,40.8718,42.2165,40.973,41.7133,,40.1622,41.4444,43.4524,44.4819
42.4509,43.0524,43.2525,43.1858,,44.1504,43.4857,,45.3743,45.572,47.212,47.8966,46.7542,45.572,,47.5383,43.9844,-3.91901,43.1191,,41.5789,42.317,41.0404,41.5116,42.0824,44.1836,41.5789,44.5813,42.5847,44.5813,44.0508,44.4488,42.0489,44.4819,44.1836,45.5391,45.0112,42.5847,43.4524,42.384,42.7853,43.3858,42.5847,42.7853,41.1751,41.1078,42.384,41.1414,41.9818,,40.3652,41.5789,43.6188,44.6475
42.5178,43.1191,43.2525,43.5522,,44.084,43.3858,,45.3743,45.572,47.1467,47.8641,46.7542,45.5391,,47.5383,43.9512,-3.91901,43.0858,34.8487,41.6797,42.317,41.0404,41.5789,42.0489,44.1504,41.6461,44.5151,42.5513,44.5482,43.9844,44.3494,42.183,44.5151,44.1172,45.4402,44.6806,42.4509,43.5855,42.4509,42.8521,43.4524,42.4509,42.8855,41.2425,41.2088,42.5847,41.3098,42.1495,,40.5004,41.814,43.7518,44.8129
42.8521,43.0524,43.4857,43.4857,,44.1172,43.3858,,45.4402,45.6379,47.114,47.7338,46.8197,45.4732,,47.6035,43.8848,-3.91901,43.0524,,41.7805,42.25,40.973,41.5116,42.0824,44.1836,41.6461,44.5151,42.6182,44.5151,43.9844,44.4488,42.0489,44.5813,44.3162,45.572,45.1763,42.5847,43.519,42.5847,42.9189,43.5522,42.6516,43.0524,41.4444,41.3098,42.685,41.4444,42.317,,40.6355,41.8476,43.8515,44.846
42.7853,43.1191,43.1525,43.0858,,43.9844,43.3525,,45.4402,45.5391,47.114,47.8641,46.8197,45.4732,,47.5709,43.8848,-3.91901,43.1191,,41.5789,42.3505,41.0404,41.5789,42.116,44.2499,41.6461,44.5151,42.6182,44.5813,43.9844,44.5151,42.0824,44.4819,44.1172,45.4402,44.846,42.4844,43.519,42.6516,42.9523,43.5522,42.5847,43.1191,41.5116,41.4108,42.7853,41.5116,42.4509,,40.8043,42.0489,43.9512,45.0442
42.8521,43.1191,43.3525,43.2525,,44.1836,43.6521,,45.4732,45.6379,47.0486,47.9292,46.7869,45.5061,,47.5383,43.9512,-3.91901,43.1191,,41.7133,42.317,40.9392,41.7805,42.0824,44.2499,41.6125,44.5813,42.5847,44.5482,43.9844,44.5813,42.116,44.5482,44.1836,45.6379,45.2093,42.5847,43.5855,42.4509,42.9856,43.5855,42.7185,43.2525,41.6461,41.5116,42.8855,41.6125,42.5513,,40.8718,42.116,43.918,45.0773
42.8187,43.3525,43.2858,43.1191,,43.918,43.519,,45.5061,45.6379,47.1467,47.7664,46.8197,45.4732,,47.5383,43.918,-3.91901,43.1191,,41.6461,42.317,41.0067,41.7133,41.9483,44.2499,41.7133,44.5813,42.5847,44.5151,43.9844,44.5151,42.116,44.4488,44.1836,45.4732,45.1763,42.5178,43.4524,42.6516,42.8521,43.6521,42.7519,43.3525,41.7133,41.6125,42.9856,41.7805,42.6516,,40.973,42.25,44.0176,45.0442
42.6182,43.1191,43.1191,43.6521,,43.7851,43.5855,,45.5391,45.5061,47.0813,47.7664,46.6232,45.4072,,47.2773,43.8848,-3.91901,43.0524,,41.5789,42.3505,40.973,41.7805,41.9818,44.2831,41.7805,44.6475,42.7185,44.5813,43.9844,44.7137,41.9818,44.5151,44.2831,45.6049,45.2423,42.5847,43.5855,42.4844,42.7853,43.6521,42.6516,43.3858,41.7469,41.6461,43.0524,41.8476,42.7519,,41.1078,42.384,44.084,45.1103
42.5847,43.3858,43.0524,42.8187,,43.9844,43.3525,,45.4732,45.572,46.9832,47.6035,46.8197,45.3083,,47.3426,43.8848,-3.91901,43.019,,41.5453,42.317,40.9055,41.7133,41.814,44.2831,41.7133,44.6806,42.685,44.6475,43.9844,44.6475,42.183,44.4488,44.1172,45.5061,45.1433,42.5178,43.519,42.5847,42.9189,43.7186,42.7185,43.3858,41.7133,41.7133,43.0524,41.9818,42.7519,,41.1078,42.4509,44.1836,45.1433
42.7853,43.1191,42.9856,43.2191,,43.7851,43.519,,45.4402,45.5061,47.0159,47.5709,46.6232,45.3083,,47.2447,43.8515,-3.91901,42.9189,,41.6461,42.384,40.973,41.8476,42.116,44.3825,41.814,44.7137,42.685,44.6475,43.9844,44.7467,42.0489,44.5151,44.2168,45.572,45.1433,42.5513,43.5855,42.5513,42.8187,43.7851,42.7853,43.4524,41.814,41.7805,43.1191,41.9818,42.8855,,41.1751,42.4509,44.1504,45.2423
42.4174,43.1858,43.0858,42.7853,,43.7186,43.3191,,45.3743,45.5061,46.9505,47.5057,46.6887,45.3083,,47.4079,43.7518,-3.91901,42.9189,,41.6125,42.317,40.9055,41.7805,42.0824,44.3494,41.7805,44.6475,42.6516,44.7137,44.0508,44.5813,42.183,44.4819,44.1504,45.4402,44.7467,42.5178,43.3858,42.6182,42.9189,43.7518,42.5513,43.4524,41.8812,41.8476,43.1858,41.9818,42.9189,,41.2425,42.5178,44.3825,45.3083
42.5847,43.1858,42.9189,43.1525,,43.5855,43.2525,,45.4072,45.5061,47.0159,47.6035,46.4921,45.3083,,47.3752,43.7186,-3.91901,42.9189,,41.5116,42.317,40.8381,41.7805,42.0489,44.3162,41.7805,44.6806,42.5847,44.6806,43.9844,44.5151,42.116,44.4488,44.1836,45.4402,44.846,42.2835,43.4524,42.4174,42.9189,43.7851,42.5178,43.4524,41.9147,41.8476,43.2525,41.9818,42.9856,,41.3098,42.6516,44.4488,45.4072
42.685,43.1191,42.7853,42.9189,,43.7186,43.3858,,45.4402,45.5061,47.0159,47.5709,46.656,45.2423,,47.4405,43.6521,-3.91901,42.9523,,41.5116,42.317,40.8718,41.7133,42.0824,44.2831,41.7133,44.6475,42.685,44.6475,43.9844,44.6806,42.0824,44.4819,44.1172,45.4732,44.6475,42.4509,43.519,42.5847,42.9856,43.8848,42.5513,43.4857,41.9818,41.9147,43.3191,42.0824,43.0524,,41.3771,42.7185,44.5482,45.4732
42.7185,43.2191,42.9523,43.0524,,43.6521,43.3191,,45.3743,45.4402,47.0159,47.5383,46.5905,45.2753,,47.2773,43.7186,-3.91901,42.9523,,41.5789,42.384,40.9392,41.7133,42.0489,44.3162,41.7469,44.7137,42.6516,44.6475,43.9844,44.5813,42.0824,44.3494,44.1504,45.4732,44.846,42.317,43.519,42.4844,43.019,43.918,42.5513,43.5855,42.0154,41.9483,43.3858,42.1495,43.1191,,41.4444,42.8187,44.5813,45.5391
42.7185,42.9856,42.9189,42.9189,,43.6853,43.3858,,45.4072,45.5061,46.9178,47.6687,46.7215,45.2753,,47.5383,43.6853,-3.91901,42.9189,,41.5116,42.4174,40.9392,41.6797,42.0489,44.3825,41.7805,44.6806,42.6182,44.7137,43.9844,44.7467,41.9483,44.5813,44.1836,45.6049,45.1763,42.4509,43.6521,42.5847,43.1191,43.918,42.5847,43.5855,42.116,42.0489,43.4524,42.2165,43.1858,,41.5116,42.7853,44.6806,45.572
42.6182,43.3191,42.8187,43.1191,,43.7851,43.519,,45.4402,45.5061,47.0159,47.6687,46.6887,45.3413,,47.5383,43.7518,-3.91901,42.9856,,41.5453,42.384,40.9055,41.7805,42.0489,44.4488,41.8476,44.7798,42.7185,44.7467,44.0508,44.8129,42.0824,44.5151,44.1504,45.5391,44.9782,42.384,43.6521,42.685,43.1858,44.0508,42.6516,43.7186,42.0824,42.116,43.5522,42.25,43.2858,,41.5116,42.9189,44.7137,45.6379
42.6182,43.3858,42.7853,42.9856,,43.7186,43.3191,,45.4402,45.572,47.0486,47.799,46.6232,45.3743,,47.5057,43.7518,-3.91901,42.9856,,41.6461,42.4509,40.9392,41.8812,42.116,44.3825,41.7805,44.8129,42.7853,44.7798,44.1172,44.9121,42.1495,44.7798,44.7137,45.7037,45.3743,42.5178,43.6853,42.8187,43.2525,44.1172,42.7185,43.7186,42.183,42.1495,43.6188,42.317,43.4524,,41.6461,42.9189,44.9121,45.8353
42.7853,43.2525,42.8187,43.2191,,43.6521,43.519,,45.4402,45.5391,47.0159,47.7338,46.4593,45.4072,,47.4079,43.7186,-3.91901,42.9856,,41.8476,42.4174,40.9055,41.9483,42.0489,44.3494,41.7805,44.7137,42.6516,44.7798,44.1172,44.5813,42.1495,44.4819,44.2499,45.4732,44.6475,42.5847,43.2525,42.5513,43.2858,44.2499,42.7185,43.8183,42.25,42.1495,43.6188,42.3505,43.519,,41.7133,42.9856,45.0773,45.9669
42.9189,43.2525,42.9856,42.9523,,43.6521,43.4191,,45.4402,45.4072,46.8851,47.4731,46.2953,45.2753,,47.2773,43.6853,-3.91901,42.9856,,41.7469,42.4509,40.9392,41.9147,42.116,44.4157,41.7469,44.6806,42.6516,44.7137,44.0508,44.6475,42.116,44.5151,44.2831,45.572,44.7798,42.4509,43.4524,42.5513,43.2858,44.3162,42.8521,43.7851,42.25,42.0489,43.6188,42.3505,43.5855,,41.6461,42.8187,45.0773,46.0655
42.6516,43.1858,43.0858,42.7185,,43.7186,43.4857,,45.4072,45.5061,46.7542,47.4079,46.0983,45.2423,,47.3752,43.6521,-4,42.9189,,41.4444,42.384,40.9055,41.7805,42.116,44.4488,41.7133,44.6475,42.685,44.6475,44.1172,44.7798,41.9818,44.5482,44.3494,45.4402,44.5482,42.4509,43.4857,42.5847,43.3191,44.1836,42.7853,43.7851,42.116,41.9818,43.5855,42.2835,43.519,,41.5789,42.9189,44.9121,46.0326
42.5178,43.1858,42.7853,42.8855,,43.6521,43.3858,,45.3743,45.3743,46.8524,47.4731,46.0655,45.2423,,47.3426,43.5855,-4,42.9189,,41.4444,42.317,40.8718,41.8476,41.9818,44.4488,41.7805,44.6475,42.685,44.6806,44.1172,44.8129,42.116,44.6806,44.3825,45.6379,45.2423,42.5178,43.6521,42.5847,43.3525,44.2831,42.7185,43.8183,42.183,41.9818,43.5855,42.384,43.5855,,41.6461,42.9189,45.0442,
42.7185,43.5855,42.8187,42.5847,,43.6188,43.4524,,45.4072,45.4732,46.7542,47.6687,46.0655,45.2093,,47.2447,43.6188,-3.91901,42.9189,,41.5789,42.317,40.973,41.8812,42.0154,44.5151,41.7805,44.7467,42.5847,44.7467,44.1172,44.6475,42.2165,44.5813,44.4488,45.3743,44.7137,42.4509,43.5522,42.7185,43.519,44.3162,42.7519,43.8848,42.2165,41.9818,43.6521,42.384,43.7186,,41.6461,42.9856,45.1763,46.0655
,43.2525,42.9856,42.9856,,43.7851,43.4524,,45.4402,45.3743,46.8851,47.7338,45.9011,45.3083,,47.5057,43.6853,-3.91901,42.9523,,41.6461,42.384,40.9055,41.8476,42.0489,44.4157,41.8476,44.8129,42.6516,44.7467,44.1836,45.0112,42.2835,44.6475,44.4819,45.6379,44.879,42.4174,43.6521,42.7185,43.3858,44.3825,42.7853,43.9844,42.317,42.0154,43.6521,42.4844,43.7186,,41.7805,43.1191,45.2093,46.0983
42.5178,43.4524,43.1858,42.7853,,43.6853,43.1525,,45.5061,45.4402,46.7869,47.7664,45.9669,45.2753,,47.2773,43.7186,-4,43.0524,,41.6461,42.384,41.0404,41.9483,42.116,44.4488,41.7469,44.846,42.5178,44.879,44.2168,44.7798,42.7185,44.6475,44.4157,45.6049,44.846,42.4509,43.519,42.9856,43.5522,44.5813,42.9189,44.1504,42.4509,42.2835,44.0508,42.5847,43.7851,,41.8476,43.1858,45.2093,46.164
42.8521,43.2525,43.2191,43.1191,,43.7518,43.5855,,45.4402,45.5061,46.8851,47.5383,46.2953,45.2753,,47.6361,43.9844,-4,42.9856,,41.4444,42.384,40.973,42.0489,41.9818,44.3825,41.9483,44.9121,42.7853,44.9121,44.3162,45.0112,42.5847,44.9451,44.7467,45.8024,45.0112,42.5847,43.8848,42.9856,43.3858,44.5813,42.9523,44.084,42.384,42.0489,43.918,42.5847,43.8515,,41.9147,43.1525,45.1103,46.2297
42.7519,43.2525,43.3191,42.685,,43.7518,43.5522,,45.572,45.4402,46.9832,47.5057,46.0983,44.6144,,46.6887,43.918,-3.91901,42.9189,,41.5789,42.384,41.0404,42.0489,42.116,44.5151,42.116,44.9121,42.7519,44.846,44.3494,45.0442,42.6516,45.0442,44.6144,45.7366,44.846,42.8187,43.7851,42.9856,43.5855,44.7137,43.0524,44.1172,42.4509,42.183,43.8515,42.6516,43.8515,,41.8812,43.1858,45.3413,46.3609
42.9189,43.5855,43.519,42.8855,,43.8183,43.6188,,45.5391,45.4402,46.8197,47.212,46.1968,44.3162,,45.9669,43.4524,-3.91901,42.7185,,41.478,42.4844,40.9392,41.9147,41.9818,44.5813,42.0489,44.7798,42.8521,44.8129,44.3494,44.9782,42.8521,44.9121,44.7137,45.8353,45.0442,42.685,43.8515,43.0524,43.4857,44.6475,42.9189,44.1172,42.4509,42.183,43.8183,42.6182,43.8515,,41.9483,43.2525,45.3413,46.3609
43.519,43.4524,43.1858,43.0524,,43.7518,43.5855,,45.4072,45.3743,46.8197,46.8197,46.0655,43.9844,,45.2093,42.5178,-3.91901,42.183,,40.9392,41.1751,40.7031,41.4444,41.7469,44.2499,42.0824,44.4819,42.8521,48.449,44.2168,44.5482,42.3505,44.6475,44.5482,45.6049,43.918,42.6516,43.7851,42.8187,43.3858,43.4524,42.8521,54.5757,42.4174,42.183,43.7518,42.6516,43.918,,41.9147,43.1525,45.3413,47.1793
40.4666,40.4328,37.9161,36.1983,,39.2463,38.1213,,38.7698,39.2463,46.4593,49.8069,49.2908,47.5383,,50.9629,45.7037,-3.91901,39.7896,,26.896,29.8981,33.5254,31.5959,30.6071,42.2165,43.9844,45.7695,45.5061,47.9942,48.3841,48.5464,42.384,46.0655,44.6475,44.1504,43.0858,41.6125,40.2976,41.7469,41.9147,42.685,41.7133,48.1893,46.0655,37.0246,53.2215,40.7706,38.8039,,32.5803,39.8913,41.6461,43.2525
42.4509,40.8381,37.745,37.4365,,39.4162,37.7792,,38.1213,39.8913,47.6361,48.3841,49.7747,48.7408,,53.9786,47.1793,-3.91901,40.973,,25.5611,28.1159,32.8257,30.5363,28.7591,43.918,43.1858,49.2908,46.2953,49.6135,48.3192,50.193,44.2831,47.9942,44.8129,48.3841,45.0773,45.8024,43.3858,46.9832,50,51.2508,45.9997,53.0001,48.5139,37.0933,51.7295,39.4162,38.872,,33.979,39.5521,40.6355,41.9147
43.1858,40.568,37.8477,37.0246,,39.8235,37.3679,,37.9161,40.0945,48.8704,48.9027,50.1609,49.0645,,54.3873,47.6035,-3.91901,40.568,,25.7781,27.3632,31.7368,27.9369,28.1875,44.4488,42.0154,50.1609,45.4402,50.5142,49.6457,53.7896,44.7137,49.0322,45.5061,49.8069,46.0655,47.6035,44.3825,48.2543,50.7066,53.2531,47.1793,53.7266,49.3876,36.6118,51.1868,39.7557,38.3946,,33.8396,39.8235,41.0067,41.1078
42.9189,40.7706,37.7107,36.2673,,39.4162,36.8871,,37.2993,39.62,48.9675,48.8704,50.0644,48.5788,,52.8734,46.8524,-3.91901,39.9252,,25.3077,26.1032,30.4655,27.2914,27.2914,44.0176,41.1751,49.2262,44.7467,49.8713,48.7408,54.6384,44.7137,48.9027,45.4402,49.8069,45.8682,46.9832,44.2168,46.6232,47.7664,50.1287,46.3609,52.048,47.9292,35.2648,50,38.6675,36.8871,,32.6505,39.0082,40.2638,40.568
42.9189,40.0268,36.7839,36.4052,,39.1443,36.6807,,37.1277,39.5521,48.7084,48.1893,49.7102,48.1568,,53.0001,46.0655,-3.91901,39.2803,,25.3801,25.7419,30.1465,26.3197,27.1117,43.2191,40.1622,47.6687,44.084,49.0322,48.0267,54.1674,44.4157,48.3841,45.2753,49.7747,46.0983,46.3281,44.4819,44.8129,43.7851,45.7695,44.5151,50.45,45.9669,34.6055,48.838,37.8477,36.9902,,32.3698,38.1897,39.8574,39.9929
42.6182,39.9591,35.1955,36.1293,,39.2123,36.3362,,36.9559,39.4162,48.3517,48.2867,49.8391,47.6035,,52.1116,45.6379,-3.91901,38.258,,25.0902,26.031,29.685,25.9587,26.9679,42.5847,39.4162,46.0655,43.519,48.5788,46.9832,51.6976,44.0508,47.8966,44.9782,49.2262,44.9782,45.1763,44.5151,43.7518,42.116,43.7851,43.1191,49.2585,44.9782,34.2229,48.0918,37.3679,36.8183,,32.2293,37.3679,39.0422,39.4162
42.116,39.6878,35.1609,35.7839,,38.9401,36.1983,,36.4052,39.2123,47.9942,47.6687,49.2908,47.31,,50.7066,44.7467,-3.91901,37.8477,,24.1457,25.5972,29.3293,25.0902,26.1754,41.8812,38.9061,44.3162,43.0524,47.3426,46.0655,51.7933,43.7518,47.31,43.6521,48.3192,44.3825,43.519,44.2831,44.1504,42.9856,45.2423,43.6521,49.0969,45.5061,34.1184,48.1893,37.2307,35.6456,,31.7016,37.1277,38.9401,39.0082
42.2165,39.8574,35.0915,36.0603,,38.7016,36.0603,,36.2673,38.9061,47.799,47.2447,49.4845,47.0159,,50.9949,44.5151,-3.91901,37.2307,,23.7085,24.8726,29.0444,24.5821,25.8503,41.1751,38.4629,43.2191,42.5178,46.3609,45.3083,50,43.0858,46.6232,43.0524,47.8641,43.9844,42.384,44.1504,44.7798,42.5847,46.2297,44.2499,50.5784,47.0486,34.2229,48.1243,37.162,35.0915,,31.3844,37.3679,38.8039,38.8039
41.7133,39.5521,34.2229,35.8876,,39.0763,35.8876,,36.3018,39.2123,47.5383,46.9505,49.1615,46.6887,,50.0966,43.918,-3.91901,37.0246,,23.8543,25.8865,28.9731,24.4367,25.8865,40.6693,38.1213,42.5513,42.0489,,44.2168,50.193,42.9856,46.5249,42.9189,46.5577,44.1836,41.5116,44.1836,44.9121,42.9189,47.0159,44.3825,50.8028,47.3426,34.5708,48.1243,37.4708,35.8185,,31.7016,37.2307,38.8039,38.5652
41.0404,40.3652,34.8834,36.6807,,38.872,35.438,,36.1983,39.0082,47.4079,47.3426,49.0322,46.164,,47.4079,43.519,-4,36.5774,,23.4166,25.4525,28.5449,23.7085,25.3801,39.8574,37.6422,41.0404,41.3098,44.2831,43.5855,50.2894,42.2165,45.9011,43.6853,45.7695,44.5482,40.7368,44.1836,44.7798,41.9818,46.5577,44.3825,50.1609,47.2773,34.2229,48.3841,36.8871,35.1609,,31.3139,36.9559,38.5993,38.3605
40.7031,41.0404,36.0948,37.4365,,38.258,36.1983,,36.0603,38.9061,47.31,46.8851,48.5788,45.7695,,46.7542,43.0524,-4,35.9912,,22.8316,25.0177,28.1159,23.2705,25.0177,39.2803,37.2993,40.5004,40.8381,43.7851,42.685,49.0969,42.25,45.5061,45.3083,44.7467,44.8129,39.8235,43.4191,44.3162,41.2425,46.0655,43.8515,49.8391,47.3426,34.0139,48.3841,36.6807,35.0222,,31.0314,36.7495,38.4629,38.1897
40.9392,41.478,38.6675,39.0082,,38.8039,38.0529,,35.8876,39.1443,46.8197,45.8353,48.3192,45.6379,,48.4166,42.8521,-4,35.7494,,23.1608,25.2352,28.1159,23.2339,25.0902,38.9061,37.0246,39.8235,40.399,42.4509,42.0489,47.9292,41.7133,45.1763,44.5151,43.8515,44.4488,39.7217,43.1858,44.0508,40.4328,45.5391,43.918,49.2262,46.9505,34.3621,48.5464,36.7495,35.438,,31.1727,36.543,38.4629,38.1555
40.9392,42.116,39.9252,39.9591,,39.3483,38.9401,,35.7839,38.9742,46.6887,46.2297,48.7084,45.2093,,48.1568,42.7185,-4,35.5764,,22.6852,25.3077,27.8294,22.7218,24.7274,38.0529,36.7495,38.8379,39.9591,41.7805,41.5789,47.0813,41.6797,44.5813,45.0773,43.2525,43.9844,39.1443,43.0524,43.4857,39.7896,44.9121,43.4191,48.7408,46.656,34.4664,47.6687,36.5774,34.9528,,31.0314,36.3362,38.0529,37.7107
41.7133,42.384,41.3435,40.973,,39.5521,39.4162,,35.438,38.8039,46.0655,45.6379,47.7338,44.6475,,47.31,42.317,-4,34.9528,,22.025,25.3077,27.2914,21.9516,24.1457,37.5737,36.3018,38.1555,39.4842,41.0741,40.9055,46.0983,42.3505,44.1172,46.3937,42.5847,43.918,38.5311,42.7519,43.7186,39.3483,45.1763,43.2525,48.3841,46.4265,33.7698,47.5057,35.8876,34.0836,,30.2175,35.5764,37.7107,37.2993
41.6461,42.3505,41.7805,40.8381,,39.3143,39.2463,,35.1609,38.7357,46.0655,45.1433,47.0813,44.3494,,46.164,41.9818,-4,34.6403,,22.1719,25.2352,27.2914,21.9516,24,37.162,35.9912,37.2993,39.3483,40.7368,39.9591,45.7366,43.2858,43.4524,46.0655,41.5789,43.8183,37.9161,42.8855,43.7186,39.1443,45.3083,42.6516,48.5464,46.3937,33.7698,47.3426,35.6456,33.979,,30.182,35.1609,37.6079,36.8183
42.1495,41.9818,41.8476,40.7031,,39.1443,39.0763,,34.6055,38.1213,45.7037,44.5813,46.7869,43.4524,,46.0655,41.1078,-4,34.536,,21.8046,25.3801,26.9679,21.2894,23.38,36.4741,35.6456,36.5774,38.5311,39.2803,38.9401,43.918,43.3858,42.5178,45.7695,41.3771,43.0524,37.162,41.6797,42.8521,38.258,44.6144,41.9483,47.6361,45.7037,33.0359,45.3743,34.8487,32.44,,29.4717,34.3969,36.6807,36.1983
43.0858,42.7853,44.9121,42.183,,40.3314,41.3771,,34.7792,38.497,45.1763,44.3162,46.2297,43.3858,,44.5151,41.1078,-4,34.1184,,21.0683,24.364,26.572,20.8469,22.9048,35.7148,35.0915,35.5072,37.8134,38.9401,38.2239,43.1525,42.7853,42.0154,45.1763,40.8043,43.2858,36.8183,40.8718,42.116,37.4022,43.8515,41.2425,46.7542,44.9121,32.4049,44.5151,34.536,31.8072,,28.6163,33.3857,36.4052,35.7494
43.2525,43.3191,45.1763,42.8521,,41.0404,42.7185,,35.5072,39.2123,44.7137,43.7186,45.5061,42.8521,,44.1172,40.568,-4,33.9093,,21.6575,24.8,26.752,20.6993,22.9048,35.438,34.8834,35.0568,37.2307,38.3946,37.3679,43.5855,41.9818,41.3098,44.7798,40.399,43.9844,35.853,40.568,41.5116,36.5085,42.9856,40.568,46.8524,46.0655,45.0112,48.9675,41.3098,43.3191,,38.1213,37.2993,37.162,35.5764
43.2858,43.7518,43.8183,43.3191,,41.9483,44.1504,,38.6675,40.7706,44.6475,42.7853,45.6379,42.6516,,45.5391,40.4328,-4,34.3273,,25.9587,27.7219,28.402,22.7584,24.2913,34.675,35.611,34.8834,37.0933,37.745,36.4052,43.1191,41.4444,40.8381,44.7137,39.7557,43.6853,34.8834,39.8235,41.2425,35.7839,42.7853,40.2638,47.212,47.2773,47.2773,50.5784,44.6475,47.31,,40.3652,38.5993,38.4629,36.9559
